[0.007s][debug][gc,heap] Minimum heap 5368709120  Initial heap 5368709120  Maximum heap 12884901888
[0.007s][info ][gc,init] Initializing The Z Garbage Collector
[0.007s][info ][gc,init] Version: 25+37-LTS-jvmci-b01 (release)
[0.007s][info ][gc,init] NUMA Support: Disabled
[0.007s][info ][gc,init] CPUs: 20 total, 20 available
[0.007s][info ][gc,init] Memory: 31764M
[0.007s][info ][gc,init] Large Page Support: Disabled
[0.008s][info ][gc,init] Address Space Size: unlimited
[0.008s][debug][gc,init] Reserved Space: limit 4096G, desired 192G, requested 192G
[0.008s][info ][gc,init] Reserved Space Type: Contiguous/Unrestricted/Complete
[0.008s][info ][gc,init] Reserved Space Size: 192G
[0.008s][info ][gc,init] Heap Backing File: /memfd:java_heap
[0.008s][info ][gc,init] Heap Backing Filesystem: tmpfs (0x1021994)
[0.008s][info ][gc,init] Min Capacity: 5120M
[0.008s][info ][gc,init] Initial Capacity: 5120M
[0.008s][info ][gc,init] Max Capacity: 12288M
[0.008s][info ][gc,init] Soft Max Capacity: 12288M
[0.008s][info ][gc,init] Page Size Medium: Range [4M, 32M]
[0.008s][info ][gc,init] Pre-touch: Enabled
[0.008s][info ][gc,init] Available space on backing filesystem: N/A
[0.009s][info ][gc,init] Uncommit: Enabled
[0.009s][info ][gc,init] Uncommit Delay: 300s
[0.009s][info ][gc,init] GC Workers for Old Generation: 5 (dynamic)
[0.009s][info ][gc,init] GC Workers for Young Generation: 5 (dynamic)
[0.807s][debug][gc,task] Executing ZPreTouchTask using ZWorkerOld with 5 workers
[1.095s][info ][gc,init] GC Workers Max: 5 (dynamic)
[1.096s][info ][gc,init] Runtime Workers: 12
[1.096s][info ][gc     ] Using The Z Garbage Collector
[1.106s][info ][gc,metaspace] CDS archive(s) not mapped
[1.106s][info ][gc,metaspace] Compressed class space mapped at: 0x000000006c000000-0x00000000ac000000, reserved size: 1073741824
[1.106s][info ][gc,metaspace] UseCompressedClassPointers 1, UseCompactObjectHeaders 0
[1.106s][info ][gc,metaspace] Narrow klass pointer bits 32, Max shift 3
[1.106s][info ][gc,metaspace] Narrow klass base: 0x0000000000000000, Narrow klass shift: 0
[1.106s][info ][gc,metaspace] Encoding Range: [0x0000000000000000 - 0x0000000100000000), (4294967296 bytes)
[1.107s][info ][gc,metaspace] Klass Range:    [0x000000006c000000 - 0x00000000ac000000), (1073741824 bytes)
[1.107s][info ][gc,metaspace] Klass ID Range:  [1811939328 - 2885681145) (1073741817)
[1.107s][info ][gc,metaspace] No protection zone.
[1,141s][debug][gc,heap     ] Uncommitter (0) Timeout: 300000ms
[1,143s][debug][gc,nmethod  ] Register NMethod: jdk.internal.util.ArraysSupport.unsignedHashCode (0x00007ab287400008) [0x00007ab287400100, 0x00007ab287400310] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[4,645s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 534,7MB/s (+/-29,5%), Free: 10472MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,119s, TimeUntilGC: 14,531s, GCWorkers: 5
[4,645s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,645s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 2144,9MB/s (+/-29,5%), Free: 10472MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 3,769s, TimeUntilGC: 3,181s, GCWorkers: 5
[4,645s][debug][gc,director    ] Rule Minor: High Usage, Free: 10472MB(85,2%)
[4,655s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1788MB, UsedThreshold: 2457MB
[4,655s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,655s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 534,7MB/s (+/-29,5%), Free: 10458MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,099s, TimeUntilGC: 14,511s, GCWorkers: 5
[4,655s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,655s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 2144,9MB/s (+/-29,5%), Free: 10458MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 3,764s, TimeUntilGC: 3,176s, GCWorkers: 5
[4,655s][debug][gc,director    ] Rule Minor: High Usage, Free: 10458MB(85,1%)
[4,665s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1802MB, UsedThreshold: 2457MB
[4,665s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,665s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 534,7MB/s (+/-29,5%), Free: 10444MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,078s, TimeUntilGC: 14,491s, GCWorkers: 5
[4,665s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,665s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 2144,9MB/s (+/-29,5%), Free: 10444MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 3,759s, TimeUntilGC: 3,171s, GCWorkers: 5
[4,665s][debug][gc,director    ] Rule Minor: High Usage, Free: 10444MB(85,0%)
[4,675s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1816MB, UsedThreshold: 2457MB
[4,675s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,675s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 534,7MB/s (+/-29,5%), Free: 10430MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,058s, TimeUntilGC: 14,471s, GCWorkers: 5
[4,675s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,675s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 2144,9MB/s (+/-29,5%), Free: 10430MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 3,754s, TimeUntilGC: 3,166s, GCWorkers: 5
[4,675s][debug][gc,director    ] Rule Minor: High Usage, Free: 10430MB(84,9%)
[4,685s][debug][gc,director    ] Rule Major: Warmup 20%, Used: 1830MB, UsedThreshold: 2457MB
[4,685s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,685s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 534,7MB/s (+/-29,5%), Free: 10416MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,038s, TimeUntilGC: 14,450s, GCWorkers: 5
[4,685s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,685s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 2144,9MB/s (+/-29,5%), Free: 10416MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 3,749s, TimeUntilGC: 3,161s, GCWorkers: 5
[4,685s][debug][gc,director    ] Rule Minor: High Usage, Free: 10416MB(84,8%)
[4,688s][info ][gc             ] GC(2) Major Collection (System.gc())
[4,688s][info ][gc,task        ] GC(2) Using 5 Workers for Young Generation
[4,688s][info ][gc,task        ] GC(2) Using 5 Workers for Old Generation
[4,688s][debug][gc,heap        ] GC(2) Y: Heap Before GC invocations=2 (full 2):
[4,688s][debug][gc,heap        ] GC(2) Y:  ZHeap           used 1834M, capacity 5120M, max capacity 12288M
[4,688s][debug][gc,heap        ] GC(2) Y:   Cache          3286M (1)
[4,688s][debug][gc,heap        ] GC(2) Y:    size classes  2G (1)
[4,688s][debug][gc,nmethod     ] Register NMethod: java.util.concurrent.CountedCompleter.<init> (0x00007ab28753b888) [0x00007ab28753b980, 0x00007ab28753bbb0] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[4,688s][debug][gc,metaspace   ] GC(2) Y: Metaspace Before GC invocations=2 (full 2):
[4,688s][debug][gc,metaspace   ] GC(2) Y:  Metaspace       used 32066K, committed 32448K, reserved 1114112K
[4,688s][debug][gc,metaspace   ] GC(2) Y:   class space    used 2573K, committed 2752K, reserved 1048576K
[4,688s][info ][gc,phases      ] GC(2) Y: Young Generation (Promote All)
[4,688s][debug][gc,nmethod     ] Register NMethod: java.util.concurrent.CountedCompleter.addToPendingCount (0x00007ab287439788) [0x00007ab287439880, 0x00007ab287439988] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[4,688s][debug][gc,reloc       ] Synchronize all workers 1 _nworkers: 0 _nsynchronized: 0
[4,688s][debug][gc,reloc       ] Synchronize all workers 1 _nworkers: 0 _nsynchronized: 0
[4,688s][debug][gc,nmethod     ] Register NMethod: java.util.ArrayList$ArrayListSpliterator.trySplit (0x00007ab2874e8b08) [0x00007ab2874e8c00, 0x00007ab2874e8ef8] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[4,690s][debug][gc,phases,start] GC(2) Y: Pause Mark Start
[4,690s][debug][gc,tlab        ] GC(2) Y: TLAB usage update: used 1038M -> 1440M, capacity: 464M -> 756M
[4,690s][debug][gc,marking     ] GC(2) Y: Using 4 mark stripes
[4,690s][debug][gc,marking     ] GC(2) Y: Mark Worker/Stripe Distribution
[4,690s][debug][gc,marking     ] GC(2) Y:   Worker 0(5) -> Stripe 0(4)
[4,690s][debug][gc,marking     ] GC(2) Y:   Worker 1(5) -> Stripe 1(4)
[4,690s][debug][gc,marking     ] GC(2) Y:   Worker 2(5) -> Stripe 2(4)
[4,690s][debug][gc,marking     ] GC(2) Y:   Worker 3(5) -> Stripe 3(4)
[4,691s][debug][gc,marking     ] GC(2) Y:   Worker 4(5) -> Stripe 0(4)
[4,691s][info ][gc,phases      ] GC(2) Y: Pause Mark Start 0,122ms
[4,691s][debug][gc,reloc       ] Desynchronize all workers _nworkers: 0 _nsynchronized: 0
[4,691s][debug][gc,reloc       ] Desynchronize all workers _nworkers: 0 _nsynchronized: 0
[4,691s][debug][gc,phases,start] GC(2) Y: Concurrent Mark
[4,691s][debug][gc,phases,start] GC(2) Y: Concurrent Mark Roots
[4,691s][debug][gc,task        ] GC(2) Y: Executing ZMarkYoungRootsTask using ZWorkerYoung with 5 workers
[4,691s][debug][gc,nmethod     ] Register NMethod: jdk.internal.foreign.ArenaImpl.allocate (0x00007ab28756cc88) [0x00007ab28756cd80, 0x00007ab28756d078] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[4,691s][debug][gc,marking     ] Resurrection broke termination
[4,691s][debug][gc,nmethod     ] Register NMethod: java.util.concurrent.ForkJoinTask.fork (0x00007ab2880b9f88) [0x00007ab2880ba080, 0x00007ab2880baab8] Compiler: c1, Barriers: 3, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[4,691s][debug][gc,nmethod     ] Register NMethod: java.util.ArrayList$ArrayListSpliterator.trySplit (0x00007ab287638288) [0x00007ab287638380, 0x00007ab287638910] Compiler: c1, Barriers: 5, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[4,691s][debug][gc,nmethod     ] Register NMethod: java.util.stream.ForEachOps$ForEachTask.<init> (0x00007ab287455f88) [0x00007ab287456080, 0x00007ab2874564e8] Compiler: c1, Barriers: 14, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[4,691s][debug][gc,nmethod     ] Register NMethod: java.util.concurrent.CountedCompleter.exec (0x00007ab287450a88) [0x00007ab287450b80, 0x00007ab287450cd0] Compiler: c1, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[4,691s][debug][gc,nmethod     ] Register NMethod: jdk.internal.foreign.SegmentFactories.allocateNativeSegment (0x00007ab28770a788) [0x00007ab28770a880, 0x00007ab28770ae40] Compiler: c1, Barriers: 3, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[4,691s][debug][gc,nmethod     ] Register NMethod: java.util.stream.ForEachOps$ForEachTask.compute (0x00007ab287a5d388) [0x00007ab287a5d480, 0x00007ab287a5f318] Compiler: c1, Barriers: 21, Oops: 1, ImmediateOops: 1, NonImmediateOops: No
[4,692s][debug][gc,nmethod     ] Register NMethod: jdk.internal.foreign.MemorySessionImpl.checkValidState (0x00007ab2a6cd3108) [0x00007ab2a6cd3200, 0x00007ab2a6cd3378] Compiler: jvmci, Barriers: 2, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[4,692s][debug][gc,nmethod     ] Register NMethod: jdk.internal.misc.VM.isDirectMemoryPageAligned (0x00007ab2a6d8c208) [0x00007ab2a6d8c300, 0x00007ab2a6d8c368] Compiler: jvmci, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[4,692s][debug][gc,nmethod     ] Register NMethod: jdk.internal.foreign.SegmentFactories.allocateNativeInternal (0x00007ab287aaaa88) [0x00007ab287aaab80, 0x00007ab287aadfc8] Compiler: c1, Barriers: 3, Oops: 3, ImmediateOops: 11, NonImmediateOops: No
[4,692s][debug][gc,nmethod     ] Register NMethod: jdk.internal.foreign.Utils.alignUp (0x00007ab2a6d8bf08) [0x00007ab2a6d8c000, 0x00007ab2a6d8c070] Compiler: jvmci, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[4,693s][debug][gc,tlab        ] GC(2) Y: TLAB totals: thrds: 26  refills: 4534 max: 3140 slow allocs: 1864 max 1816 waste:  0,5% gc: 2664912B max: 239656B slow: 3567984B max: 2012304B
[4,693s][debug][gc,phases      ] GC(2) Y: Concurrent Mark Roots 1,941ms
[4,693s][debug][gc,phases,start] GC(2) Y: Concurrent Mark Follow
[4,693s][debug][gc,marking     ] GC(2) Y: Using 4 mark stripes
[4,693s][debug][gc,task        ] GC(2) Y: Executing ZRememberedScanMarkFollowTask using ZWorkerYoung with 5 workers
[4,693s][debug][gc,nmethod     ] Register NMethod: jdk.internal.foreign.Utils.checkAllocationSizeAndAlign (0x00007ab2a6d8bc08) [0x00007ab2a6d8bd00, 0x00007ab2a6d8bdc8] Compiler: jvmci, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[4,694s][debug][gc,nmethod     ] Register NMethod: jdk.internal.foreign.SegmentFactories$1.<init> (0x00007ab2a6d8b908) [0x00007ab2a6d8ba20, 0x00007ab2a6d8bab8] Compiler: jvmci, Barriers: 0, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[4,694s][debug][gc,nmethod     ] Register NMethod: jdk.internal.foreign.SegmentFactories.allocateMemoryWrapper (0x00007ab2a6d8b388) [0x00007ab2a6d8b480, 0x00007ab2a6d8b5b0] Compiler: jvmci, Barriers: 0, Oops: 0, ImmediateOops: 1, NonImmediateOops: No
[4,695s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,695s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 534,7MB/s (+/-29,5%), Free: 10410MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,029s, TimeUntilGC: 14,442s, GCWorkers: 5
[4,704s][debug][gc,nmethod     ] Register NMethod: jdk.internal.foreign.SegmentBulkOperations.copy (0x00007ab2a6db3488) [0x00007ab2a6db3580, 0x00007ab2a6db43d8] Compiler: jvmci, Barriers: 27, Oops: 0, ImmediateOops: 0, NonImmediateOops: No
[4,706s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,706s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 534,7MB/s (+/-29,5%), Free: 10410MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,029s, TimeUntilGC: 14,442s, GCWorkers: 5
[4,716s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,716s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 534,7MB/s (+/-29,5%), Free: 10410MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,029s, TimeUntilGC: 14,442s, GCWorkers: 5
[4,726s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,726s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 534,7MB/s (+/-29,5%), Free: 10410MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,029s, TimeUntilGC: 14,442s, GCWorkers: 5
[4,736s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,736s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 534,7MB/s (+/-29,5%), Free: 10410MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,029s, TimeUntilGC: 14,442s, GCWorkers: 5
[4,746s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,746s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 534,7MB/s (+/-29,5%), Free: 10408MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,026s, TimeUntilGC: 14,439s, GCWorkers: 5
[4,756s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,756s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 534,7MB/s (+/-29,5%), Free: 10406MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,024s, TimeUntilGC: 14,436s, GCWorkers: 5
[4,766s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,766s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 534,7MB/s (+/-29,5%), Free: 10406MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,024s, TimeUntilGC: 14,436s, GCWorkers: 5
[4,777s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,777s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 534,7MB/s (+/-29,5%), Free: 10406MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,024s, TimeUntilGC: 14,436s, GCWorkers: 5
[4,787s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,787s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 534,7MB/s (+/-29,5%), Free: 10406MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,024s, TimeUntilGC: 14,436s, GCWorkers: 5
[4,788s][debug][gc,marking     ] GC(2) Y: Using 2 mark stripes
[4,788s][debug][gc,marking     ] GC(2) Y: Using 1 mark stripes
[4,792s][debug][gc,remset      ] GC(2) Y: Remset forwarding retained: 0,000ms count: 0 ZWorkerYoung#4
[4,792s][debug][gc,remset      ] GC(2) Y: Remset forwarding released: 0,000ms count: 0 ZWorkerYoung#4
[4,792s][debug][gc,remset      ] GC(2) Y: Remset forwarding retained: 0,000ms count: 0 ZWorkerYoung#2
[4,792s][debug][gc,remset      ] GC(2) Y: Remset forwarding released: 0,000ms count: 0 ZWorkerYoung#2
[4,792s][debug][gc,remset      ] GC(2) Y: Remset forwarding retained: 0,000ms count: 0 ZWorkerYoung#0
[4,792s][debug][gc,remset      ] GC(2) Y: Remset forwarding released: 0,000ms count: 0 ZWorkerYoung#0
[4,792s][debug][gc,remset      ] GC(2) Y: Remset forwarding retained: 0,000ms count: 0 ZWorkerYoung#1
[4,792s][debug][gc,remset      ] GC(2) Y: Remset forwarding released: 0,000ms count: 0 ZWorkerYoung#1
[4,792s][debug][gc,remset      ] GC(2) Y: Remset forwarding retained: 0,000ms count: 0 ZWorkerYoung#3
[4,792s][debug][gc,remset      ] GC(2) Y: Remset forwarding released: 0,000ms count: 0 ZWorkerYoung#3
[4,792s][debug][gc,marking     ] GC(2) Y: Try terminate after resurrection
[4,792s][debug][gc,phases      ] GC(2) Y: Concurrent Mark Follow 99,695ms
[4,792s][info ][gc,phases      ] GC(2) Y: Concurrent Mark 101,666ms
[4,792s][debug][gc,reloc       ] Synchronize all workers 1 _nworkers: 0 _nsynchronized: 0
[4,792s][debug][gc,reloc       ] Synchronize all workers 1 _nworkers: 0 _nsynchronized: 0
[4,792s][debug][gc,phases,start] GC(2) Y: Pause Mark End
[4,792s][info ][gc,phases      ] GC(2) Y: Pause Mark End 0,021ms
[4,792s][debug][gc,reloc       ] Desynchronize all workers _nworkers: 0 _nsynchronized: 0
[4,792s][debug][gc,reloc       ] Desynchronize all workers _nworkers: 0 _nsynchronized: 0
[4,792s][debug][gc,phases,start] GC(2) Y: Concurrent Mark Free
[4,792s][info ][gc,phases      ] GC(2) Y: Concurrent Mark Free 0,009ms
[4,792s][debug][gc,phases,start] GC(2) Y: Concurrent Reset Relocation Set
[4,792s][info ][gc,phases      ] GC(2) Y: Concurrent Reset Relocation Set 0,051ms
[4,792s][debug][gc,phases,start] GC(2) Y: Concurrent Select Relocation Set
[4,793s][debug][gc,reloc       ] GC(2) Y: Relocation Set (Medium Pages): 0->0, 0 skipped, 0 forwarding entries
[4,793s][debug][gc,reloc       ] GC(2) Y: Relocation Set (Small Pages): 788->156, 6 skipped, 14038892 forwarding entries
[4,793s][info ][gc,reloc       ] GC(2) Y: Using tenuring threshold: 0 (Promote All)
[4,793s][debug][gc,task        ] GC(2) Y: Executing ZRelocationSetInstallTask using ZWorkerYoung with 5 workers
[4,797s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,797s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 534,7MB/s (+/-29,5%), Free: 10428MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,055s, TimeUntilGC: 14,468s, GCWorkers: 5
[4,802s][debug][gc,nmethod     ] Register NMethod: io.sirix.service.xml.shredder.XmlShredder.insertNewContent (0x00007ab2a6ecb888) [0x00007ab2a6ecb980, 0x00007ab2a6ed8e08] Compiler: jvmci, Barriers: 352, Oops: 13, ImmediateOops: 9, NonImmediateOops: No
[4,807s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,807s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 534,7MB/s (+/-29,5%), Free: 10428MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,055s, TimeUntilGC: 14,468s, GCWorkers: 5
[4,817s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,817s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 534,7MB/s (+/-29,5%), Free: 10428MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,055s, TimeUntilGC: 14,468s, GCWorkers: 5
[4,827s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,827s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 534,7MB/s (+/-29,5%), Free: 10428MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,055s, TimeUntilGC: 14,468s, GCWorkers: 5
[4,836s][debug][gc,task        ] GC(2) Y: Executing ZPromotePagesTask using ZWorkerYoung with 5 workers
[4,837s][debug][gc,task        ] GC(2) Y: Executing ZPromotePagesTask using ZWorkerYoung with 5 workers
[4,837s][debug][gc,task        ] GC(2) Y: Executing ZPromotePagesTask using ZWorkerYoung with 5 workers
[4,837s][info ][gc,phases      ] GC(2) Y: Concurrent Select Relocation Set 44,631ms
[4,837s][debug][gc,reloc       ] Synchronize all workers 1 _nworkers: 0 _nsynchronized: 0
[4,837s][debug][gc,reloc       ] Synchronize all workers 1 _nworkers: 0 _nsynchronized: 0
[4,837s][debug][gc,phases,start] GC(2) Y: Pause Relocate Start
[4,837s][debug][gc,reloc       ] GC(2) Y: Joining workers: 5
[4,837s][info ][gc,phases      ] GC(2) Y: Pause Relocate Start 0,027ms
[4,837s][debug][gc,reloc       ] Desynchronize all workers _nworkers: 0 _nsynchronized: 0
[4,837s][debug][gc,reloc       ] Desynchronize all workers _nworkers: 5 _nsynchronized: 0
[4,837s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,837s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 534,7MB/s (+/-29,5%), Free: 10428MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,055s, TimeUntilGC: 14,468s, GCWorkers: 5
[4,837s][debug][gc,phases,start] GC(2) Y: Concurrent Relocate
[4,837s][debug][gc,task        ] GC(2) Y: Executing ZRelocateStoreBufferInstallBasePointersTask using ZWorkerYoung with 5 workers
[4,837s][debug][gc,task        ] GC(2) Y: Executing ZRelocateTask using ZWorkerYoung with 5 workers
[4,847s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,847s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 534,7MB/s (+/-29,5%), Free: 10882MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,711s, TimeUntilGC: 15,123s, GCWorkers: 5
[4,857s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,857s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 534,7MB/s (+/-29,5%), Free: 11038MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 15,936s, TimeUntilGC: 15,348s, GCWorkers: 5
[4,868s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,868s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 534,7MB/s (+/-29,5%), Free: 11176MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 16,135s, TimeUntilGC: 15,548s, GCWorkers: 5
[4,878s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,878s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 534,7MB/s (+/-29,5%), Free: 11324MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 16,349s, TimeUntilGC: 15,761s, GCWorkers: 5
[4,888s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,888s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 534,7MB/s (+/-29,5%), Free: 11450MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 16,531s, TimeUntilGC: 15,943s, GCWorkers: 5
[4,898s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
[4,898s][debug][gc,director    ] Rule Minor: Allocation Rate (Dynamic GC Workers), MaxAllocRate: 534,7MB/s (+/-29,5%), Free: 11574MB, GCCPUTime: 2,913, GCDuration: 0,588s, TimeUntilOOM: 16,710s, TimeUntilGC: 16,122s, GCWorkers: 5
[4,908s][debug][gc,director    ] Select Minor GC Workers (Not Warm), GCWorkers: 5,000
